rmse,mae,delta1,absrel,lg10,mse,delta2,delta3,data_time,gpu_time
4.826715068597783,2.4724703421238594,0.8579980099220033,0.12375505663052154,inf,28.106661911211333,0.9494085000307889,0.9741789671967662,0.2981910781199385,0.3322034743288345
3.7360253618256936,1.7303406247434563,0.92254422449931,0.08489509217107426,inf,14.541818985717676,0.9824256287079002,0.9945411102318886,0.2333754164037774,0.40046243975683615
3.4629678670092887,1.557112247701051,0.9379023644313859,0.07586367011184575,inf,12.52005932496635,0.9860137638452366,0.9953064749756845,0.37477006958885484,0.28430709342114713
3.2957128922239702,1.4491190138492476,0.946218580538063,0.07034049379373952,inf,11.33576357501842,0.9874148243465566,0.9955369750490826,0.29653712486553835,0.3644361064884253
3.1965767369670175,1.381917805112871,0.9514446573588135,0.06675693192270972,inf,10.703876750540422,0.9883280349139494,0.9957784916515942,0.2805177537044941,0.35457860579300965
2.9424187402374997,1.1810000115522798,0.9619104228812627,0.05542307148952997,inf,9.059557501547635,0.9898518481895198,0.9961667342189262,0.22628745374625717,0.39222822046080547
2.8568447269066004,1.12550690435016,0.9647207064369846,0.05253190559077626,inf,8.554038526826796,0.9903190672785541,0.9962836607746675,0.6457454179731978,0.13835449845804942
2.829828407881541,1.1027259737668091,0.9658286983450652,0.05136402764980903,inf,8.40162686992116,0.9903834584221635,0.996285325866553,0.3384801059194456,0.317040757328101
2.7935148186403826,1.0820293264457683,0.9666508700841357,0.05034094011391562,inf,8.161802868509923,0.9905547505282908,0.9963388579332912,0.26432252340257995,0.3780581693927572
2.7757848554153512,1.0694608060169166,0.9673264725013754,0.04971655656510831,inf,8.100184768465315,0.9906604905168762,0.9963384499082709,0.2956726388794395,0.3206100696931856
2.7400770710557136,1.0484301941255358,0.9681071597031234,0.048575191416447186,inf,7.851596108932268,0.9907888768921689,0.9964036301371199,0.22656453174227534,0.3772735801535811
