test,rmse,mae,delta1,absrel,lg10,mse,delta2,delta3,data_time,gpu_time
,8.30923773789913,4.873121673755496,0.65168706020198,0.24102197234062692,inf,87.64536021339318,0.8115405281652952,0.8724306913401532,0.28511815536019175,0.1779091061892971
,4.805668181819469,2.5672783624888007,0.8392161130302932,0.13397350186921034,0.05606950044229224,23.955083616275502,0.957852023618635,0.9882209376121718,0.36639372788766744,0.12157382155705293
,4.395206259279314,2.3214023163837143,0.8655907287233916,0.12250436325850406,0.05134185123835799,20.06079702914499,0.9670344453684216,0.9909598731157544,0.38248383002198083,0.1361029901478019
,4.168930243670222,2.1680644753907297,0.8795232756717785,0.11455095021313386,0.04801768992386945,18.081309263379204,0.9719391161969708,0.9922667757583766,0.35370529098443293,0.16008385560463764
,4.025477050801177,2.050814852205061,0.893039588390441,0.10810494398447443,0.04536475734815781,16.9391451898504,0.9747116682384315,0.9926847155029709,0.4024762364763538,0.12094267747353411
,3.7482412254660242,1.8364651445548743,0.9119483466309771,0.09585571845174287,0.0403639659121817,14.688906976507601,0.9800201016684077,0.9943519550521255,0.3549312381137348,0.15867594553684158
,3.678805791426843,1.7759803310732976,0.9176051860868585,0.0922705519000639,0.038859038207944396,14.2169919044088,0.9807643818566221,0.994304217648464,0.40001696864593267,0.12265852570202532
,3.6439433166379014,1.7583184419903197,0.9176199942503532,0.09180173024358278,0.03866003981049719,13.910049197347996,0.9809340443024583,0.9944596739241679,0.3714707401190842,0.1452612670330906
,3.579034031528509,1.7165221952976497,0.9233621965908408,0.08927698218199935,0.037678643841843135,13.365177853356169,0.9822822132023876,0.9947171930141839,0.3995038630174067,0.12128340092895308
,3.581015285631707,1.7129594375461483,0.9217440910518817,0.08955132522029569,0.037755198411156085,13.47703513415,0.9821587938135036,0.9946978584056131,0.3938512137274033,0.124316158484979
,3.5663943252163572,1.6919399744695292,0.9225026726963605,0.08839249785920833,0.037123666116913694,13.327940867145305,0.9823319917828425,0.994703196566886,0.3997402062889421,0.12367669191285799
,3.5453290834440576,1.6803221363526277,0.9244320640722951,0.0876217028217865,0.0369253862601213,13.19661208853995,0.982574707798116,0.9946948982272734,0.3932662742491412,0.1167318269320587
,3.58889157178552,1.7055491091597408,0.921922932914123,0.08929421665369486,0.037561801895706244,13.61514826150939,0.9817620290141721,0.9944617665304804,0.4018676376125975,0.12337556129815934
,3.571656272521713,1.6973877667356965,0.9231529905658142,0.08893211486383079,0.037470419518790724,13.418755523602629,0.9820891679251667,0.9944789279256996,0.3803613892285683,0.13829524344222419
,3.5585864606336117,1.677815600608629,0.9255278359371233,0.08709862211262316,0.036732250920078854,13.320569788274454,0.9826236843129366,0.9947072066842803,0.40518340922329393,0.12114064342357138
