rmse,mae,delta1,absrel,lg10,mse,delta2,delta3,data_time,gpu_time
4.954504843276868,2.566258107170525,0.8493249231814616,0.1280138818038537,inf,29.225385665564716,0.9470730110358695,0.9737965259660458,0.3851306780541407,0.17699578566662397
3.993921811677676,1.8980821002008053,0.9083587508264078,0.09325395966780674,inf,16.640834482346808,0.9785533021027751,0.9934532450533166,0.3601955293216642,0.16662078124480764
3.9780402380211015,1.8882178425311036,0.9090347728525368,0.0926004783758382,inf,16.505861490791478,0.9789308149040498,0.993687213749152,0.3743827759893304,0.152572048742665
3.7556793933027715,1.7432895534321449,0.9227748561468594,0.08490689952933379,inf,14.724336093810349,0.9823882641743382,0.9944447479362729,0.37392739853793794,0.15903883777575822
3.6049342849400605,1.6499099420384133,0.9308543198761521,0.08031391661954097,inf,13.55294119901202,0.9842958711667347,0.9949264801076237,0.34092261058432005,0.14447980015232956
3.628464862286357,1.6606156464399107,0.9301243105236197,0.08103701261684126,inf,13.807384220907737,0.983902638747021,0.9946911654736039,0.37335125433309885,0.15354619678313
3.352977386278432,1.4517418884531208,0.9449640529036836,0.0688180216827283,inf,11.746307721122998,0.9869233587092251,0.9955284470530668,0.3789282291491768,0.16078904343958503
3.228572215146591,1.3720083640652543,0.9504131851080785,0.06484937322934992,inf,10.887478762045795,0.9878805351973576,0.9957904389621749,0.3891959856062181,0.1516746983261572
3.1716279967751095,1.3365997305297013,0.9530790666352932,0.06311774723147334,inf,10.50428168951738,0.9883834499104527,0.9959225782386846,0.3864057507269763,0.15042283196813264
3.1356217737516547,1.3094378400684394,0.954746442767835,0.06166301504009361,inf,10.3037611657723,0.9886770836880822,0.9959636450707874,0.38867879192364957,0.14656206321255935
3.1025541593653143,1.2884365902661836,0.9557448639283329,0.06070934794979678,inf,10.071047382043162,0.9887932916817123,0.9959933904860381,0.38075216599237477,0.15800633751510068
3.098312782988202,1.2879050582509879,0.9559330266743127,0.06069113727320032,inf,10.024365036792064,0.9888910911760527,0.9960359175510126,0.36834237033049355,0.15786192241524177
3.077696578972023,1.2639773945208075,0.957069641030311,0.05914454311190235,inf,9.923440265067718,0.9889954616039931,0.996031004274453,0.3666695952030108,0.15088488130670988
3.0681549579544685,1.2572439025072264,0.9574850405101596,0.05883966534970151,inf,9.889199347368812,0.9891332879538557,0.9960946047168874,0.37634517794965405,0.14619305261141946
3.040857695084105,1.2503806769418837,0.9578180745816283,0.05863908948044002,inf,9.655098991760699,0.9891340853037451,0.9960882036389269,0.3738462178903707,0.1492968980138001
