test,rmse,mae,delta1,absrel,lg10,mse,delta2,delta3,data_time,gpu_time
,8.110495758532176,4.753723962161377,0.6584483779521761,0.23675159972075743,inf,82.31478513379133,0.8146719145466836,0.8764483416332375,0.5781220818748911,0.17027225908432297
,4.940653635230927,2.6604757271422685,0.8258695753987964,0.140851222504755,0.058670265614303926,25.34526817216218,0.9515376311108357,0.9858386039961385,0.6629320401271791,0.12276523554598102
,4.504273762739573,2.3952092554505544,0.8523473543406442,0.12782413584983532,0.05332328350716875,21.12646044074124,0.9620724426767299,0.9897369705424964,0.5886834186452036,0.13050440022053608
,4.231466003271643,2.2197403490315866,0.8699945323453605,0.11898411190464296,0.049661145764154216,18.550591363251666,0.9682962927427,0.991377312718457,0.7044305132545587,0.11834383215613038
,4.085257620143609,2.1004365543827754,0.8830166827346987,0.11149522826388364,0.046682631081496256,17.365999961172353,0.9722950394826991,0.9921452728391603,0.7353326967199341,0.12485150276249601
,3.827405397491698,1.9080956486117748,0.9005094587177266,0.10122741878971116,0.042527742875839464,15.30949002458849,0.976645274244192,0.9931865703058607,0.8368746640573022,0.12226827317521773
,3.737098430809111,1.835819358247837,0.9083694405569375,0.09691549955604185,0.040695227346674516,14.574863193144324,0.9780959084288765,0.9935049050636874,0.39486559451991365,0.11682853876179411
,3.713883708136387,1.8220379502718684,0.9084644364548549,0.09630264064211769,0.04045763301826615,14.453901428302736,0.9786973424426472,0.9937097773183393,0.397507687333886,0.11845746772889873
,3.6826886285332376,1.786323617205365,0.9125875278397371,0.0941687855258129,0.03957748871815626,14.13039214192456,0.9794712861758152,0.9939305258502487,0.38995775421157136,0.12504314329787974
,3.6499248880115296,1.761989068552738,0.9139290154549001,0.092879164821774,0.03907740013034062,13.916702386759619,0.9794276655289053,0.9939475167571133,0.39120936097989556,0.1317443110560643
,3.6482117237545038,1.7544517928862389,0.9153705548978489,0.09255117780123731,0.038830006649746125,13.952730825839152,0.9795328013542044,0.9937635496372484,0.3885003658196398,0.13163750522009288
,3.6164024426714008,1.7417907144959646,0.9159902176386072,0.09169147335319915,0.038543011159600536,13.72654479105054,0.9801633986466713,0.9939930598813159,0.3833717094122909,0.13979793345655195
,3.6145025737391245,1.7342552897584347,0.917404112811307,0.09115337903561596,0.0383127803349057,13.71309057355837,0.9803516894920181,0.9939083852271997,0.37879271293414457,0.14301993305446536
,3.650132333179001,1.758414820746611,0.9143456459216034,0.0927941828738642,0.03899037747871387,14.041092020864705,0.9801055487558132,0.9938436255200218,0.39361721823233686,0.12696393437057962
,3.612087643394476,1.7334227141078191,0.9174302163469883,0.09080823174969271,0.03825465912703169,13.712311665975411,0.9804245594121118,0.994150010570315,0.3857509220829447,0.1239008723779489
